,date,state,city_or_county,address,n_killed,n_injured,latitude,longitude,total,full_address,month_name,month_number
794,2016-06-11,Minnesota,Webster,4000 block of Elmore Avenue,0,4,44.5298,-93.3729,4,"4000 block of Elmore Avenue, Webster, Minnesota",June,6
793,2016-06-11,California,Stockton,Alvarado Avenue,1,3,37.9874,-121.291,4,"Alvarado Avenue, Stockton, California",June,6
792,2016-06-11,California,Panorama City,8500 block of Cedros Avenue,3,2,34.2248,-118.454,5,"8500 block of Cedros Avenue, Panorama City, California",June,6
791,2016-06-12,Florida,Orlando,1912 S Orange Avenue,50,53,28.5195,-81.3767,103,"1912 S Orange Avenue, Orlando, Florida",June,6
790,2016-06-13,New York,Brooklyn,Avenue D and E. 57th,0,5,40.6427,-73.9226,5,"Avenue D and E. 57th, Brooklyn, New York",June,6
789,2016-06-13,Illinois,Chicago,3200 block of West Congress,0,5,41.8749,-87.706,5,"3200 block of West Congress, Chicago, Illinois",June,6
788,2016-06-13,California,Fresno,East El Monte Way and Recreation Avenue,0,4,36.735,-119.739,4,"East El Monte Way and Recreation Avenue, Fresno, California",June,6
787,2016-06-13,Georgia,Atlanta (College Park),2200 block of Sullivan Road,3,1,33.6276,-84.4401,4,"2200 block of Sullivan Road, Atlanta (College Park), Georgia",June,6
786,2016-06-14,California,Oakland,1301 Franklin Street,1,3,37.8033,-122.27,4,"1301 Franklin Street, Oakland, California",June,6
785,2016-06-14,Delaware,Wilmington,South Van Buren and Elm streets,0,4,39.7408,-75.5646,4,"South Van Buren and Elm streets, Wilmington, Delaware",June,6
784,2016-06-18,Georgia,Waycross,2625 Arnold Ct,2,2,31.2201,-82.3634,4,"2625 Arnold Ct, Waycross, Georgia",June,6
783,2016-06-18,Illinois,Chicago,East 79th Street and South Escanaba Avenue,0,4,41.7519,-87.554,4,"East 79th Street and South Escanaba Avenue, Chicago, Illinois",June,6
782,2016-06-18,Ohio,Warren,Highland Avenue,2,4,41.173,-80.8293,6,"Highland Avenue, Warren, Ohio",June,6
781,2016-06-18,Virginia,Exmore,Fredrick Douglas Road,1,3,37.5318,-75.823,4,"Fredrick Douglas Road, Exmore, Virginia",June,6
780,2016-06-19,Virginia,Roanoke,2328 Melrose Avenue,0,4,37.2858,-79.9747,4,"2328 Melrose Avenue, Roanoke, Virginia",June,6
779,2016-06-21,New Jersey,Willingboro,Mosshill Lane,0,4,40.031,-74.8924,4,"Mosshill Lane, Willingboro, New Jersey",June,6
778,2016-06-21,Kentucky,Louisville,2802 Rodman Street,2,2,38.2091,-85.77,4,"2802 Rodman Street, Louisville, Kentucky",June,6
777,2016-06-22,Washington,Olympia,500 block of Dutterow Road SE,3,1,47.0538,-122.741,4,"500 block of Dutterow Road SE, Olympia, Washington",June,6
776,2016-06-22,Illinois,Chicago,3100 block of West Warren,0,4,41.8819,-87.7038,4,"3100 block of West Warren, Chicago, Illinois",June,6
775,2016-06-22,Georgia,Dekalb (county),Lancashire Drive and Central Drive,1,4,33.8116,-84.1882,5,"Lancashire Drive and Central Drive, Dekalb (county), Georgia",June,6
774,2016-06-24,Maryland,District Heights,3100 block of Orleans Ave,3,2,38.8454,-76.878,5,"3100 block of Orleans Ave, District Heights, Maryland",June,6
773,2016-06-24,Connecticut,Hartford,Brook and Winter Street,0,5,41.7792,-72.6831,5,"Brook and Winter Street, Hartford, Connecticut",June,6
772,2016-06-24,Kansas,Kansas City,N. 3rd and Walker,0,4,39.1233,-94.6161,4,"N. 3rd and Walker, Kansas City, Kansas",June,6
771,2016-06-25,Texas,Fort Worth,2466 East Lancaster Avenue,2,5,32.7442,-97.2918,7,"2466 East Lancaster Avenue, Fort Worth, Texas",June,6
770,2016-06-25,Virginia,Norfolk,700 block of Craig Street,0,4,36.8282,-76.2786,4,"700 block of Craig Street, Norfolk, Virginia",June,6
769,2016-06-25,Illinois,Chicago,1400 block of W. 114th Place,0,4,41.686,-87.6569,4,"1400 block of W. 114th Place, Chicago, Illinois",June,6
768,2016-06-25,Illinois,Chicago (Englewood),700 block of West 66th Street,1,3,41.7743,-87.6427,4,"700 block of West 66th Street, Chicago (Englewood), Illinois",June,6
767,2016-06-26,Texas,Houston,6000 block of Elm Street,1,3,29.7128,-95.487,4,"6000 block of Elm Street, Houston, Texas",June,6
766,2016-06-26,Texas,Corpus Christi,Baldwin Blvd and Lamar,0,4,27.7741,-97.4214,4,"Baldwin Blvd and Lamar, Corpus Christi, Texas",June,6
765,2016-06-26,North Carolina,Charlotte,2240 Camp Greene St.,0,5,35.2253,-80.8848,5,"2240 Camp Greene St., Charlotte, North Carolina",June,6
764,2016-06-26,South Carolina,Wellford,105 Little Mountain Rd,0,4,34.9957,-82.1121,4,"105 Little Mountain Rd, Wellford, South Carolina",June,6
763,2016-06-26,South Carolina,Bennettsville,Highway 38 N,0,4,34.5849,-79.6713,4,"Highway 38 N, Bennettsville, South Carolina",June,6
762,2016-06-26,Georgia,Atlanta,1500 block of Moreland Avenue SE,1,4,33.7112,-84.3495,5,"1500 block of Moreland Avenue SE, Atlanta, Georgia",June,6
761,2016-06-27,Oregon,Woodburn,13436 Killiam Loop NE,3,1,45.1457,-122.785,4,"13436 Killiam Loop NE, Woodburn, Oregon",June,6
760,2016-06-28,Illinois,Chicago,1600 block of South Christiana,0,4,41.8567,-87.709,4,"1600 block of South Christiana, Chicago, Illinois",June,6
759,2016-06-28,California,Los Angeles,13800 block of S Avalon Boulevard,1,3,33.9064,-118.265,4,"13800 block of S Avalon Boulevard, Los Angeles, California",June,6
758,2016-06-29,Nevada,Las Vegas,6100 block of West Lake Mead Boulevard,5,0,36.1958,-115.224,5,"6100 block of West Lake Mead Boulevard, Las Vegas, Nevada",June,6
757,2016-06-30,Illinois,Chicago,9500 block of South Loomis Street,1,4,41.7211,-87.6581,5,"9500 block of South Loomis Street, Chicago, Illinois",June,6
756,2016-07-03,Louisiana,Monroe,401 Lea Joyner Memorial Expy,2,3,32.5013,-92.1088,5,"401 Lea Joyner Memorial Expy, Monroe, Louisiana",July,7
755,2016-07-03,Tennessee,Chattanooga,2300 block of Daisy Street,0,4,35.0656,-85.2517,4,"2300 block of Daisy Street, Chattanooga, Tennessee",July,7
754,2016-07-04,New York,Brooklyn,419 Chauncey Street,0,7,40.682,-73.9176,7,"419 Chauncey Street, Brooklyn, New York",July,7
753,2016-07-04,Texas,Houston,1300 block of Robin,3,2,29.7565,-95.3806,5,"1300 block of Robin, Houston, Texas",July,7
752,2016-07-04,Ohio,Cleveland,1400 block of W. 107 Street,0,4,41.4817,-81.7615,4,"1400 block of W. 107 Street, Cleveland, Ohio",July,7
751,2016-07-04,Arizona,Phoenix,4000 block of West Southern Avenue,2,6,33.3921,-112.146,8,"4000 block of West Southern Avenue, Phoenix, Arizona",July,7
750,2016-07-04,Illinois,Chicago (Englewood),5500 block of South Hermitage Avenue,0,4,41.7936,-87.6682,4,"5500 block of South Hermitage Avenue, Chicago (Englewood), Illinois",July,7
749,2016-07-04,Pennsylvania,Pittsburgh,Seventh Ave and Liberty Ave,0,4,40.4431,-79.9974,4,"Seventh Ave and Liberty Ave, Pittsburgh, Pennsylvania",July,7
748,2016-07-05,Georgia,Hiram,65 Pine Valley Drive,2,2,33.834,-84.8276,4,"65 Pine Valley Drive, Hiram, Georgia",July,7
747,2016-07-05,California,Los Angeles,56th Street and Naomi Avenue,0,4,33.9921,-118.255,4,"56th Street and Naomi Avenue, Los Angeles, California",July,7
746,2016-07-07,Texas,Dallas,800 Main St,5,9,32.7793,-96.8052,14,"800 Main St, Dallas, Texas",July,7
745,2016-07-07,Louisiana,Baton Rouge,2136 North Lobdell Avenue,0,4,30.4663,-91.1189,4,"2136 North Lobdell Avenue, Baton Rouge, Louisiana",July,7
744,2016-07-07,Tennessee,Bristol,536 Volunteer Parkway,1,4,36.5877,-82.186,5,"536 Volunteer Parkway, Bristol, Tennessee",July,7
743,2016-07-11,Michigan,Jackson,500 block of Summit Avenue,0,4,42.2466,-84.3881,4,"500 block of Summit Avenue, Jackson, Michigan",July,7
742,2016-07-11,Michigan,Saint Joseph,811 Port St,3,2,42.1103,-86.4787,5,"811 Port St, Saint Joseph, Michigan",July,7
741,2016-07-11,District of Columbia,Washington,"5100 block of Call Pl., SE",0,4,38.8845,-76.9283,4,"5100 block of Call Pl., SE, Washington, District of Columbia",July,7
740,2016-07-11,Maryland,Baltimore,1800 block of W. North Avenue,0,5,39.3101,-76.6466,5,"1800 block of W. North Avenue, Baltimore, Maryland",July,7
739,2016-07-13,Georgia,Warner Robins,105 Magnolia Avenue,0,5,32.6435,-83.6157,5,"105 Magnolia Avenue, Warner Robins, Georgia",July,7
738,2016-07-13,Washington,Tumwater,200 block of Gerth Street Southwest,0,4,46.9972,-122.909,4,"200 block of Gerth Street Southwest, Tumwater, Washington",July,7
737,2016-07-13,Missouri,Saint Louis,3000 block of Miami St,2,2,38.5905,-90.2344,4,"3000 block of Miami St, Saint Louis, Missouri",July,7
736,2016-07-14,Texas,Crosby,400 block of Pecan Avenue,3,1,29.8724,-95.0662,4,"400 block of Pecan Avenue, Crosby, Texas",July,7
735,2016-07-14,California,Oakland,1600 block of 7th Street,0,4,37.8063,-122.298,4,"1600 block of 7th Street, Oakland, California",July,7
734,2016-07-14,Ohio,Akron,900 block of Moeller Avenue,1,3,41.0692,-81.5449,4,"900 block of Moeller Avenue, Akron, Ohio",July,7
733,2016-07-15,Washington,Woodland,4006 NW 417th Street,3,1,45.9199,-122.728,4,"4006 NW 417th Street, Woodland, Washington",July,7
732,2016-07-16,Tennessee,Clarksville,1348 College Street,0,6,36.5377,-87.3377,6,"1348 College Street, Clarksville, Tennessee",July,7
731,2016-07-16,California,San Bernardino,1200 block of West 25th Street,0,4,34.1389,-117.31,4,"1200 block of West 25th Street, San Bernardino, California",July,7
730,2016-07-16,Ohio,Cleveland,5000 block of Euclid Avenue,0,5,41.5036,-81.6538,5,"5000 block of Euclid Avenue, Cleveland, Ohio",July,7
729,2016-07-16,California,Bakersfield,621 Stephens Drive,1,14,35.3481,-119.036,15,"621 Stephens Drive, Bakersfield, California",July,7
728,2016-07-16,Texas,Dallas,6300 block of Benavides Drive,0,5,32.7154,-96.7141,5,"6300 block of Benavides Drive, Dallas, Texas",July,7
727,2016-07-17,Michigan,Detroit,Grand River and McGraw avenue,0,4,42.3534,-83.1009,4,"Grand River and McGraw avenue, Detroit, Michigan",July,7
726,2016-07-17,Texas,Houston,6610 Tidwell,1,3,29.8484,-95.3033,4,"6610 Tidwell, Houston, Texas",July,7
725,2016-07-17,Louisiana,Baton Rouge,9611 Airline Highway,4,3,30.4334,-91.0817,7,"9611 Airline Highway, Baton Rouge, Louisiana",July,7
724,2016-07-19,Arkansas,West Memphis,13th Street and Tyler Avenue,0,4,35.1433,-90.1688,4,"13th Street and Tyler Avenue, West Memphis, Arkansas",July,7
723,2016-07-20,California,Fresno,Hedges at Peach and Olive,0,4,36.7468,-119.773,4,"Hedges at Peach and Olive, Fresno, California",July,7
722,2016-07-21,Illinois,Chicago,4400 block of South Leamington,0,5,41.8128,-87.7522,5,"4400 block of South Leamington, Chicago, Illinois",July,7
721,2016-07-22,Illinois,Kankakee,300 block of North Wildwood Avenue,0,5,41.1219,-87.8536,5,"300 block of North Wildwood Avenue, Kankakee, Illinois",July,7
720,2016-07-23,Ohio,Cincinnati,3400 block of Beekman Street,2,2,39.1491,-84.5512,4,"3400 block of Beekman Street, Cincinnati, Ohio",July,7
719,2016-07-23,New York,Brooklyn,Fountain Avenue,0,4,40.6658,-73.8711,4,"Fountain Avenue, Brooklyn, New York",July,7
718,2016-07-23,South Carolina,North Charleston,3630 Ashley Phosphate Road,0,4,32.9271,-80.0791,4,"3630 Ashley Phosphate Road, North Charleston, South Carolina",July,7
717,2016-07-23,Texas,Bastrop,202 Childers Drive,4,1,30.1029,-97.3288,5,"202 Childers Drive, Bastrop, Texas",July,7
716,2016-07-24,Ohio,Hamilton,1555 Main St,1,7,39.427,-84.5975,8,"1555 Main St, Hamilton, Ohio",July,7
715,2016-07-25,Florida,Fort Myers,3580 Evans Ave,2,19,26.612,-81.86,21,"3580 Evans Ave, Fort Myers, Florida",July,7
714,2016-07-28,Illinois,Chicago,800 block of West 50th Place,2,2,41.8013,-87.7141,4,"800 block of West 50th Place, Chicago, Illinois",July,7
713,2016-07-28,New York,Elmira,303 College Ave,0,5,42.0898,-76.8105,5,"303 College Ave, Elmira, New York",July,7
712,2016-07-28,Maryland,Baltimore,Greenmount Avenue,0,4,39.3189,-76.6095,4,"Greenmount Avenue, Baltimore, Maryland",July,7
711,2016-07-29,Georgia,Athens,Trail Creek St,0,7,33.9664,-83.358,7,"Trail Creek St, Athens, Georgia",July,7
710,2016-07-30,Missouri,Saint Louis,5000 block of Kensington Ave,0,5,38.6539,-90.2633,5,"5000 block of Kensington Ave, Saint Louis, Missouri",July,7
709,2016-07-30,Georgia,Townsend (Eulonia),14699 Highway 17,0,5,31.5211,-81.4329,5,"14699 Highway 17, Townsend (Eulonia), Georgia",July,7
708,2016-07-30,Washington,Mukilteo,10009 Chennault Beach,3,1,47.9005,-122.323,4,"10009 Chennault Beach, Mukilteo, Washington",July,7
707,2016-07-30,Missouri,Bridgeton,3642 Harmann Estates Court,4,0,38.7409,-90.4233,4,"3642 Harmann Estates Court, Bridgeton, Missouri",July,7
706,2016-07-31,Texas,Austin,208 E 6th St,1,4,30.2678,-97.7407,5,"208 E 6th St, Austin, Texas",July,7
705,2016-07-31,Florida,Miami,Southwest 203rd Terrace and 115th Avenue,3,1,25.5776,-80.3789,4,"Southwest 203rd Terrace and 115th Avenue, Miami, Florida",July,7
704,2016-08-01,Indiana,Evansville,South Bedford Avenue,0,4,37.9644,-87.5498,4,"South Bedford Avenue, Evansville, Indiana",August,8
703,2016-08-02,Florida,Hollywood (West Park),5700 block of Hallandale Beach Blvd,0,4,25.9842,-80.2004,4,"5700 block of Hallandale Beach Blvd, Hollywood (West Park), Florida",August,8
702,2016-08-03,Georgia,Decatur,4110 Glenwood Road,1,3,33.738,-84.2498,4,"4110 Glenwood Road, Decatur, Georgia",August,8
701,2016-08-04,Tennessee,Memphis,Ayers Street and Griffith Avenue,0,4,35.1614,-90.0277,4,"Ayers Street and Griffith Avenue, Memphis, Tennessee",August,8
700,2016-08-05,Michigan,Pontiac,70 block of Thorpe Street,1,3,42.6377,-83.3116,4,"70 block of Thorpe Street, Pontiac, Michigan",August,8
699,2016-08-05,California,Perris,21600 block of Rider St,2,2,33.83,-117.285,4,"21600 block of Rider St, Perris, California",August,8
698,2016-08-06,Pennsylvania,Reading (Sinking Spring),51 Winding Brook Drive,5,0,40.33,-76.0256,5,"51 Winding Brook Drive, Reading (Sinking Spring), Pennsylvania",August,8
697,2016-08-07,Illinois,Chicago,100 block of South Springfield,0,4,41.7741,-87.7202,4,"100 block of South Springfield, Chicago, Illinois",August,8
696,2016-08-07,Colorado,Arvada,5400 block of Sheridan Boulevard,2,2,39.7946,-105.053,4,"5400 block of Sheridan Boulevard, Arvada, Colorado",August,8
695,2016-08-07,Mississippi,Vicksburg,4460 Clay St,1,3,32.3433,-90.8394,4,"4460 Clay St, Vicksburg, Mississippi",August,8
694,2016-08-07,California,Los Angeles,5925 South Figueroa Street,1,3,33.9866,-118.283,4,"5925 South Figueroa Street, Los Angeles, California",August,8
693,2016-08-08,Ohio,Cleveland,Martin Luther King Jr Drive and East 105th Street,2,2,41.5116,-81.6154,4,"Martin Luther King Jr Drive and East 105th Street, Cleveland, Ohio",August,8
692,2016-08-08,Florida,Jacksonville,1214 Labelle St,0,7,30.3022,-81.7334,7,"1214 Labelle St, Jacksonville, Florida",August,8
691,2016-08-08,New Mexico,Albuquerque,341 General Marshall Street NE,2,2,35.0786,-106.549,4,"341 General Marshall Street NE, Albuquerque, New Mexico",August,8
690,2016-08-10,Illinois,Evanston,Foster Street and Jackson Avenue,0,4,42.0539,-87.6928,4,"Foster Street and Jackson Avenue, Evanston, Illinois",August,8
689,2016-08-10,California,Sacramento,4000 Green Tree Drive,1,3,38.4987,-121.458,4,"4000 Green Tree Drive, Sacramento, California",August,8
688,2016-08-11,Pennsylvania,Philadelphia,500 block of E Ashmead St,0,4,40.0373,-75.1606,4,"500 block of E Ashmead St, Philadelphia, Pennsylvania",August,8
687,2016-08-12,Florida,Jacksonville,100 block of West 38th Street,1,3,30.368,-81.6548,4,"100 block of West 38th Street, Jacksonville, Florida",August,8
686,2016-08-12,Texas,Dallas,10921 Estate Ln,1,3,32.8804,-96.6979,4,"10921 Estate Ln, Dallas, Texas",August,8
685,2016-08-13,California,Los Angeles,6300 block of 11th Avenue,0,4,33.9828,-118.329,4,"6300 block of 11th Avenue, Los Angeles, California",August,8
684,2016-08-13,New York,Richmond Hill,Jamaica Ave and 105th St,0,4,40.6952,-73.842,4,"Jamaica Ave and 105th St, Richmond Hill, New York",August,8
683,2016-08-13,Wisconsin,Milwaukee,4001 West Fond Du Lac Ave,2,2,43.0799,-87.9637,4,"4001 West Fond Du Lac Ave, Milwaukee, Wisconsin",August,8
682,2016-08-13,Missouri,Joplin,1800 Connecticut Ave,0,4,37.0713,-94.4943,4,"1800 Connecticut Ave, Joplin, Missouri",August,8
681,2016-08-14,Virginia,Norfolk,1600 block of Selden Avenue,0,4,36.8273,-76.2677,4,"1600 block of Selden Avenue, Norfolk, Virginia",August,8
680,2016-08-14,Minnesota,Minneapolis,1717 Plymouth Ave N,0,5,44.9914,-93.3021,5,"1717 Plymouth Ave N, Minneapolis, Minnesota",August,8
679,2016-08-17,California,Oakland,Mandela Parkway,0,4,37.8153,-122.29,4,"Mandela Parkway, Oakland, California",August,8
678,2016-08-18,Connecticut,Waterbury,402 E Main Street,0,4,41.5543,-73.0338,4,"402 E Main Street, Waterbury, Connecticut",August,8
677,2016-08-18,Missouri,Kansas City,2600 East Gregory Boulevard,1,3,38.9981,-94.5569,4,"2600 East Gregory Boulevard, Kansas City, Missouri",August,8
676,2016-08-20,California,Canoga Park,8229 Canoga Avenue,2,2,34.2196,-118.598,4,"8229 Canoga Avenue, Canoga Park, California",August,8
675,2016-08-20,Washington,Tacoma,900 block of Pacific Avenue,0,5,47.2554,-122.439,5,"900 block of Pacific Avenue, Tacoma, Washington",August,8
674,2016-08-20,Alabama,Citronelle,Jim Platt Road,5,0,31.05,-88.3088,5,"Jim Platt Road, Citronelle, Alabama",August,8
673,2016-08-20,Connecticut,Hamden,903 Dixwell Ave,0,4,41.3376,-72.9351,4,"903 Dixwell Ave, Hamden, Connecticut",August,8
672,2016-08-20,North Dakota,Dickinson,300 block of 4th Avenue S.W.,0,4,46.8709,-102.796,4,"300 block of 4th Avenue S.W., Dickinson, North Dakota",August,8
671,2016-08-21,Massachusetts,Boston,Westview and Stratton Street,0,4,42.2911,-71.0888,4,"Westview and Stratton Street, Boston, Massachusetts",August,8
670,2016-08-21,Connecticut,Bridgeport,19 Plymouth St,0,13,41.1981,-73.1753,13,"19 Plymouth St, Bridgeport, Connecticut",August,8
669,2016-08-25,New Jersey,Bridgeton,Marion Street,0,5,39.4318,-75.2289,5,"Marion Street, Bridgeton, New Jersey",August,8
668,2016-08-27,Florida,Miami,1900 block of NW 83rd Terr,2,4,25.8505,-80.2298,6,"1900 block of NW 83rd Terr, Miami, Florida",August,8
667,2016-08-27,Alabama,Bessemer (Brighton),3810 7th Ave,1,6,33.4414,-86.951,7,"3810 7th Ave, Bessemer (Brighton), Alabama",August,8
666,2016-08-28,Texas,College Station,1100 block of Luther St,2,2,30.595,-96.341,4,"1100 block of Luther St, College Station, Texas",August,8
665,2016-08-28,New York,Bronx,514 E 156th St,0,4,40.8194,-73.9114,4,"514 E 156th St, Bronx, New York",August,8
664,2016-08-28,Texas,Lubbock,2200 block of 17th St,0,6,33.5809,-101.918,6,"2200 block of 17th St, Lubbock, Texas",August,8
663,2016-08-28,Missouri,Saint Louis,S Grand Blvd and Montana St,2,2,38.5837,-90.2447,4,"S Grand Blvd and Montana St, Saint Louis, Missouri",August,8
662,2016-08-28,North Carolina,Fayetteville,1200 block of Southwood Dr,2,2,35.0378,-78.9954,4,"1200 block of Southwood Dr, Fayetteville, North Carolina",August,8
661,2016-08-28,Alabama,Dadeville,512 E Columbus St,0,5,32.8307,-85.7612,5,"512 E Columbus St, Dadeville, Alabama",August,8
660,2016-08-29,California,Temecula,41450 Cruz Way,5,0,33.5196,-117.032,5,"41450 Cruz Way, Temecula, California",August,8
659,2016-08-29,New Jersey,Egg Harbor City,907 White Horse Pike,1,5,39.5265,-74.6439,6,"907 White Horse Pike, Egg Harbor City, New Jersey",August,8
658,2016-08-30,Georgia,Atlanta,400 Merritts Avenue NE,0,4,33.7691,-84.3735,4,"400 Merritts Avenue NE, Atlanta, Georgia",August,8
657,2016-08-30,Illinois,Chicago (Englewood),6800 block of South Ashland,0,4,41.7702,-87.6643,4,"6800 block of South Ashland, Chicago (Englewood), Illinois",August,8
656,2016-08-30,North Carolina,Clinton,400 block of Byrd Street,0,4,35.0054,-78.3374,4,"400 block of Byrd Street, Clinton, North Carolina",August,8
655,2016-09-03,Illinois,Chicago,100 block of North Seeley Avenue,0,4,41.9706,-87.6805,4,"100 block of North Seeley Avenue, Chicago, Illinois",September,9
654,2016-09-03,North Carolina,Wilmington,600 block of North 30th Street,1,3,34.2462,-77.9072,4,"600 block of North 30th Street, Wilmington, North Carolina",September,9
653,2016-09-04,Virginia,Roanoke,1020 Orange Ave NE,1,10,37.2838,-79.9227,11,"1020 Orange Ave NE, Roanoke, Virginia",September,9
652,2016-09-04,Iowa,Clive,2100 NW 100th Street,2,2,41.6118,-93.7584,4,"2100 NW 100th Street, Clive, Iowa",September,9
651,2016-09-05,Illinois,Chicago,2700 block of W Lexington Ave,2,3,41.8723,-87.6937,5,"2700 block of W Lexington Ave, Chicago, Illinois",September,9
650,2016-09-05,New York,Brooklyn,Empire Boulevard,2,2,40.6638,-73.9404,4,"Empire Boulevard, Brooklyn, New York",September,9
649,2016-09-05,Pennsylvania,Reading,600 block of Moss Street,0,4,40.3444,-75.9189,4,"600 block of Moss Street, Reading, Pennsylvania",September,9
648,2016-09-08,Texas,Del Valle,8330 Linden Rd,4,0,30.1343,-97.5936,4,"8330 Linden Rd, Del Valle, Texas",September,9
